LAT,LONG,ALT
17.261801,73.595861,95.546
16.768145,73.687467,85.752
16.418975,73.81077,297.326
16.177216,73.930499,320.961
15.934955,74.049806,797.921
15.761291,74.129575,81
15.623786,74.208452,137.573
15.380174,74.326583,594.814
15.163975,74.367388,763.202
14.666412,74.561194,297.122
14.244418,74.790784,547.204
14.644868,75.906379,565.813
15.055544,76.933744,482.51
15.153143,77.263268,427.67
15.284235,77.590636,445.445
15.372978,77.844825,456.581
15.501737,78.171049,417.677
15.506061,78.243748,345.33
15.633117,78.569163,232.476
15.749141,78.712846,569.038
16.124995,79.069495,535.122
16.458223,79.31822,280.59
16.714289,79.459571,164.282
16.898363,79.601796,127.989
17.074894,79.598973,154.92
17.249767,79.559986,226.033
17.240686,79.342958,237.903
16.847267,77.859454,508.47
16.776462,77.275588,457.173
16.765952,76.612341,467.844
16.794634,76.020316,579.413
16.89273,75.458937,654.675
16.95156,75.307638,702.386
17.243731,74.961914,599.292
17.305451,74.847453,643.46
17.47692,74.767217,719.613
18.053775,74.862981,517.245
18.278141,75.006926,502.688
19.220564,76.396946,412.868
19.619494,77.866688,417.356
19.942375,78.850021,229.799
20.182288,79.721825,215.857
20.477267,80.336207,265.67
20.658648,80.69721,367.916
20.906715,81.021004,321.725
21.080488,81.127545,293
21.215322,81.051973,325.285
21.301202,80.391899,322.043
21.292914,80.099093,337.176
20.915397,78.26904,288.709
20.838093,78.086381,315.721
20.671664,77.499256,317.898
20.610637,76.419102,448.039
20.608391,76.381744,377.573
20.738398,75.699258,297.171
21.036508,75.496408,195.249
21.346256,75.480586,519.911
21.449405,75.475168,539.511
21.76844,75.610736,272.314
22.305966,76.569062,317.895
22.400135,77.055115,300.887
22.604659,79.510358,611.305
22.657857,81.649662,978.877
22.873008,82.492448,360.448
23.044857,82.711452,488.967
23.110804,82.526513,427.424
23.200579,81.640068,454.661
23.213334,80.604221,565.265
23.131141,80.050678,404.708
23.026287,78.90129,345.05
22.995624,78.117031,331.718
22.981168,77.78,488.403
23.008573,77.628536,446.244
23.505868,77.303692,508.09
24.269591,77.605813,512
24.596997,78.120125,402.003
24.672534,79.325771,294.271
24.39855,80.498153,513.388
24.311098,81.172306,477.753
24.428531,82.175761,248.438
24.669064,82.470489,274.516
25.145813,82.726393,82.662
25.315205,82.72456,85.959
25.649987,82.26947,87.759
25.714653,82.00498,97.574
25.427635,81.032756,107.724
24.447107,79.747637,485.275
23.121502,78.711283,336.894
22.146815,78.225618,451.498
21.972826,78.157474,755.997
20.541369,77.651848,382.913
19.980572,77.486193,360.568
19.631262,77.424153,443.008
19.35339,77.432139,443.214
18.904872,78.17957,351.332
19.099205,79.417242,238.728
19.735355,80.859688,582.565
20.588939,82.408024,728.406
21.144404,83.312126,198.458
21.144554,83.348518,191.318
20.01346,83.174165,217
18.585683,82.175751,268.839
18.515612,82.140452,247.848
18.373489,81.961932,193
18.479026,82.032803,281.502
19.739496,83.392833,418.441
20.5298,83.968988,377.066
21.179547,84.404155,269.59
21.89324,84.770487,266.116
22.808618,85.141785,515.681
23.314703,85.478108,618.829
23.381034,85.626784,500.213
23.03688,85.993235,175.03
22.048999,86.092411,458.875
21.672142,86.198655,934.591
21.05432,86.375078,21.339
20.641589,86.444174,8.881
20.576662,86.260855,10.974
20.514375,85.895647,30.891
20.347431,85.567092,33.082
20.247303,85.312328,51
20.146126,85.130458,68
19.943461,84.731129,102.356
19.808215,84.405122,103.172
19.739973,84.224349,600.889
19.705792,84.079794,775.535
19.428224,83.178039,799.534
19.032458,81.918625,548.821
18.95473,81.486386,461.387
18.952156,81.378004,484.455
